Bicep Angle,Squat Angle,Label
176.98570344458588,179.39769365171577,incorrect
176.55008789893657,179.51355741012424,incorrect
176.38641914035358,179.95691037963786,incorrect
176.11616461201533,179.66642721784217,incorrect
174.3603611061794,179.56417134233806,incorrect
173.0364117187596,179.63717343403746,incorrect
52.77604561211323,179.90385742068196,correct
10.054845143148658,179.68036678243286,incorrect
4.287719469613334,179.46726117128236,incorrect
2.072127095976846,179.42823545259634,incorrect
0.7539278007397601,179.13018689421784,incorrect
0.4990257860652767,178.72377699645926,incorrect
1.4908870065904731,178.70427387862532,incorrect
1.9815387686894788,177.99132222011738,incorrect
1.729994263412221,177.73872687744966,incorrect
0.3499595942400902,177.97293724373517,incorrect
0.4169652584550058,178.3421344363665,incorrect
0.4805069956807562,178.6014112791272,incorrect
1.4510766808143747,178.61753673245406,incorrect
0.5509966367721036,177.89819459972892,incorrect
0.10930820287780668,178.47145828704038,incorrect
178.46124650959564,178.07589096741918,incorrect
176.88282024727073,177.92449819634803,incorrect
176.25164605641123,178.43598306141743,incorrect
169.47865453815234,178.39845211933377,incorrect
166.6526406473665,178.23362552691412,incorrect
164.89892307504957,178.2105942543809,incorrect
161.81323060822538,177.65630510632508,incorrect
158.93550248926113,177.33630424171955,correct
157.37928543525575,175.5186155753931,correct
163.22040234786377,107.020797922394,correct
163.22640811624407,151.12638444307856,correct
173.11307664965975,178.73236645020944,incorrect
175.44754037218266,178.75304330755563,incorrect
173.23457865088355,178.43990533315255,incorrect
173.54883770968493,178.47973392364145,incorrect
